"NGA","PreRate","PostRate","MGUncertainty","TimeWindow","Region","Lang","Difference","V9"
"Orkhon Valley",0.00017085605971552,0.000308003992862582,150,600,2,40,0.000137147933147062,100
"Orkhon Valley",0.000146448051184731,0.000307335147776223,150,700,2,40,0.000160887096591492,100
"Orkhon Valley",0.00012814204478664,0.000268918254304195,150,800,2,40,0.000140776209517555,100
"Orkhon Valley",0.000113904039810347,0.000419574540073232,150,900,2,40,0.000305670500262885,100
"Orkhon Valley",0.000102513635829312,0.000377617086065909,150,1000,2,40,0.000275103450236597,100
"Orkhon Valley",9.31942143902836e-05,-0.000112135146283811,150,1100,2,40,-0.000205329360674095,100
"Orkhon Valley",8.542802985776e-05,0.000412404512269925,150,1200,2,40,0.000326976482412165,100
"Orkhon Valley",7.88566429456246e-05,0.000199305022505744,150,1300,2,40,0.000120448379560119,100
"Orkhon Valley",7.32240255923657e-05,0.000185068949469619,150,1400,2,40,0.000111844923877253,100
"Orkhon Valley",6.8342423886208e-05,0.000159026268133211,150,1500,2,40,9.0683844247003e-05,100
"Orkhon Valley",NA,0.000185452086719677,150,1600,2,40,NA,100
"Orkhon Valley",NA,0.000329782857105597,150,1700,2,40,NA,100
"Orkhon Valley",NA,0.000313784980498414,150,1800,2,40,NA,100
"Orkhon Valley",NA,NA,150,1900,2,40,NA,100
"Orkhon Valley",NA,NA,150,2000,2,40,NA,100
"Paris Basin",0,0.000415970719290999,125,100,4,11,0.000415970719290999,-9900
"Paris Basin",0.000245778032846565,0.00061669828529547,125,200,4,11,0.000370920252448905,100
"Paris Basin",0.000260446030383363,0.000570186452474783,125,300,4,11,0.00030974042209142,100
"Paris Basin",0.000227394149456362,0.000547465951547415,125,400,4,11,0.000320071802091053,100
"Paris Basin",0.000346933202723608,0.00120010977022676,125,500,4,11,0.000853176567503152,100
"Paris Basin",0.000201322480277793,0.0010076096249046,125,600,4,11,0.000806287144626807,100
"Paris Basin",0.000172562125952394,0.000861864258268579,125,700,4,11,0.000689302132316185,100
"Paris Basin",0.000150991860208345,0.000761909749273182,125,800,4,11,0.000610917889064837,100
"Paris Basin",0.000134214986851862,NA,125,900,4,11,NA,100
"Paris Basin",0.000120793488166676,0.000426944004806375,125,1000,4,11,0.000306150516639699,100
"Paris Basin",0.000109812261969705,0.000386096710642094,125,1100,4,11,0.000276284448672389,100
"Paris Basin",0.000100661240138897,0.000346261545008106,125,1200,4,11,0.000245600304869209,100
"Paris Basin",9.291806782052e-05,0.000351792749157384,125,1300,4,11,0.000258874681336864,100
"Paris Basin",8.62810629761972e-05,0.000296715003787417,125,1400,4,11,0.00021043394081122,100
"Paris Basin",8.05289921111173e-05,0.000256676540511076,125,1500,4,11,0.000176147548399959,100
"Paris Basin",7.54959301041725e-05,0.000221045812647069,125,1600,4,11,0.000145549882542897,100
"Paris Basin",7.10549930392212e-05,0.000291094174227915,125,1700,4,11,0.000220039181188694,100
"Paris Basin",6.43520462465356e-05,0.000273773809173588,125,1800,4,11,0.000209421762927052,100
"Paris Basin",6.09650964440863e-05,0.000257630740675809,125,1900,4,11,0.000196665644231723,100
"Paris Basin",5.7916841621882e-05,0.000268082333126079,125,2000,4,11,0.000210165491504197,100
"Sogdiana",0.00116994952327739,0.00039912563179437,248,100,2,11,-0.00077082389148302,-9900
"Sogdiana",0.00110101672557452,-0.000449111391462215,248,200,2,11,-0.00155012811703673,100
"Sogdiana",0.000734011150383017,-0.000299407594308143,248,300,2,11,-0.00103341874469116,100
"Sogdiana",0.000550508362787262,0.00128486887283334,248,400,2,11,0.000734360510046078,100
"Sogdiana",0.00044040669022981,0.00102409621075809,248,500,2,11,0.00058368952052828,100
"Sogdiana",0.00026993072877086,0.000811011502483022,248,600,2,11,0.000541080773712162,100
"Sogdiana",0.000231369196089309,0.000570740194347203,248,700,2,11,0.000339370998257894,100
"Sogdiana",0.000202448046578145,0.000411837163536123,248,800,2,11,0.000209389116957978,100
"Sogdiana",0.000179953819180573,0.000281055616052313,248,900,2,11,0.00010110179687174,100
"Sogdiana",0.000161958437262516,0.000442415154475462,248,1000,2,11,0.000280456717212946,100
"Sogdiana",0.000147234942965924,0.000399175528436971,248,1100,2,11,0.000251940585471047,100
"Sogdiana",7.9323210721815e-05,0.000359323977822101,248,1200,2,11,0.000280000767100286,100
"Sogdiana",7.32214252816754e-05,0.000341951828034744,248,1300,2,11,0.000268730402753069,100
"Sogdiana",6.79913234758414e-05,0.000316956152937589,248,1400,2,11,0.000248964829461748,100
"Sogdiana",6.3458568577452e-05,0.000238903583380176,248,1500,2,11,0.000175445014802724,100
"Sogdiana",5.94924080413612e-05,0.000180729836164226,248,1600,2,11,0.000121237428122865,100
"Sogdiana",5.59928546271635e-05,0.000288794052317512,248,1700,2,11,0.000232801197690349,100
"Sogdiana",5.288214048121e-05,0.000263385772275982,248,1800,2,11,0.000210503631794772,100
"Sogdiana",5.00988699295674e-05,0.000233397964167565,248,1900,2,11,0.000183299094237998,100
"Sogdiana",4.7593926433089e-05,0.000212805312317497,248,2000,2,11,0.000165211385884408,100
"Susiana",0.00070414536169482,0,424,100,6,1,-0.00070414536169482,-9900
"Susiana",0.00035207268084741,0,424,200,6,1,-0.00035207268084741,100
"Susiana",0.00023471512056494,0,424,300,6,1,-0.00023471512056494,100
"Susiana",0.000176036340423705,0.00015514151740246,424,400,6,1,-2.0894823021245e-05,100
"Susiana",0.00026764971300997,0.000147159166265926,424,500,6,1,-0.000120490546744044,100
"Susiana",0.000205717772847528,0.000163731891122863,424,600,6,1,-4.1985881724665e-05,100
"Susiana",0.000153373005111007,9.98664702050443e-05,424,700,6,1,-5.35065349059627e-05,100
"Susiana",0.000124205464386541,7.49742183212974e-05,424,800,6,1,-4.92312460652436e-05,100
"Susiana",0.000126237869264502,3.54047445843822e-05,424,900,6,1,-9.08331246801198e-05,100
"Susiana",0.000122586202225402,3.1394120327755e-05,424,1000,6,1,-9.1192081897647e-05,100
"Susiana",0.000133955149048905,1.57895393407009e-05,424,1100,6,1,-0.000118165609708204,100
"Susiana",0.000167466584101987,2.97431567238975e-05,424,1200,6,1,-0.00013772342737809,100
"Susiana",0.000332942353653252,1.23166858212515e-05,424,1300,6,1,-0.000320625667832,100
"Susiana",0.00027523173693545,4.51516554393364e-05,424,1400,6,1,-0.000230080081496114,100
"Susiana",0.000256882954473087,4.2141545076714e-05,424,1500,6,1,-0.000214741409396373,100
"Susiana",0.000240827769818519,3.95076985094193e-05,424,1600,6,1,-0.0002013200713091,100
"Susiana",0.000226661430417429,9.46214796911175e-06,424,1700,6,1,-0.000217199282448317,100
"Susiana",0.000223477266983282,8.93647308193888e-06,424,1800,6,1,-0.000214540793901343,100
"Susiana",0.000211715305563109,2.63677518419826e-05,424,1900,6,1,-0.000185347553721126,100
"Susiana",0.000201129540284954,-1.75035339332365e-05,424,2000,6,1,-0.00021863307421819,100
"Upper Egypt",0.00022234407669701,7.18487328526302e-05,199,100,1,1,-0.00015049534384438,-9900
"Upper Egypt",0.00021234935639858,0.00081435233957978,199,200,1,1,0.0006020029831812,100
"Upper Egypt",0.000277687276945977,0.000542901559719853,199,300,1,1,0.000265214282773876,100
"Upper Egypt",0.000324875509967662,0.000388526749927692,199,400,1,1,6.365123996003e-05,100
"Upper Egypt",0.000524540982954554,0.000328346042273562,199,500,1,1,-0.000196194940680992,100
"Upper Egypt",0.000499731793987575,0.00027535460266476,199,600,1,1,-0.000224377191322815,100
